State & Year,State,Year,Total_Population,Population Less Than 18,White,Black,Native,Asian,Hispanic,Others,Annual median household income,Mother Participation in Labor Force,Percentage of married-couple households with children under 18,Public_Enrollment,Public_rate,Public_Estimate,Private_Enrollment,Private_rate,Private_Estimate,Private/Public_ratio,Buddhist,Catholic,Evangelical Protestant,Hindu,Historically Black Protestant,Jehovah's Witness,Jewish,Mainline Protestant,Mormon,Muslim,Orthodox Christian,Other Christian,Other Faiths,Other World Religions,Unaffiliated (religious "nones"),Don't know,Sample size,Number Hospitals,Staffed Beds,Total Discharges,Patient Days,Gross Patient Revenue ($000)
"Missouri, 2016",Missouri,2016,6091384,1387025,79.77%,11.60%,0.54%,1.96%,4.09%,2.04%,51746,73.0%,66.69%,915040,0.659714136,915040,,0.092752797,128650.4487,0.140595437,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2017",Missouri,2017,6111382,1383946,79.54%,11.60%,0.55%,2.03%,4.19%,2.10%,53578,76.0%,66.47%,915472,0.661494018,915472,132030,0.095401121,132030,0.144220686,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2018",Missouri,2018,6125986,1379108,79.33%,11.59%,0.55%,2.07%,4.29%,2.15%,54478,77.1%,66.37%,913441,0.662341891,913441,,0.095401121,131568.4494,0.144036067,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2019",Missouri,2019,6140475,1374703,79.13%,11.58%,0.57%,2.13%,4.39%,2.20%,57409,76.5%,66.96%,910466,0.662300148,910466,,0.095401121,131148.2074,0.144045145,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2020",Missouri,2020,6151548,1393596,78.96%,11.55%,0.57%,2.18%,4.49%,2.26%,,,,882477,0.633237323,882477,,0.095401121,132950.6208,0.150656188,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2021",Missouri,2021,,1387442,78.27%,12.43%,1.39%,2.71%,5.21%,,61847,78.1%,67.55%,888823,0.640619932,888823,,0.095401121,132363.5223,0.148920001,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2022",Missouri,2022,,1381373,78.11%,12.37%,1.41%,2.76%,5.35%,,64811,76.8%,66.48%,892246,0.645912436,892246,,0.095401121,131784.5329,0.147699774,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2023",Missouri,2023,,1374470,77.91%,12.35%,1.44%,2.80%,5.49%,,,,68.18%,,0.645912436,887787.2665,,0.095401121,131125.979,0.147699774,,,,,,,,,,,,,,,,,,,,,,
"Missouri, 2024",Missouri,2024,,,,,,,,,,,,,0.645912436,,,0.095401121,,,,,,,,,,,,,,,,,,,,81,16601,643677,3378261,93475324
"Montana, 1990",Montana,1990,799824,223677,91.85%,0.28%,5.82%,0.52%,1.53%,,,,,152974,0.683905811,152974,,0.067358326,15066.50821,0.098490647,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1991",Montana,1991,807837,225259,91.72%,0.28%,5.91%,0.53%,1.55%,,,,,,0.678539639,152847.1605,,0.067358326,15173.06908,0.099269552,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1992",Montana,1992,822436,230868,91.72%,0.28%,5.88%,0.54%,1.59%,,,,,,0.675856553,156033.6506,,0.067358326,15550.88193,0.099663642,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1993",Montana,1993,839876,234987,91.73%,0.30%,5.84%,0.55%,1.59%,,27917,,,,0.67451501,158502.2586,,0.067358326,15828.33088,0.099861863,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1994",Montana,1994,854923,237289,91.60%,0.30%,5.89%,0.55%,1.66%,,28414,,,,0.673844238,159895.8255,,0.067358326,15983.38974,0.09996127,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1995",Montana,1995,868522,236583,91.51%,0.31%,5.92%,0.55%,1.71%,,27757,,,,0.673508853,159340.7449,,0.067358326,15935.83476,0.100011047,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1996",Montana,1996,876656,235294,91.50%,0.31%,5.95%,0.55%,1.68%,,28838,,,,0.67334116,158433.1348,,0.067358326,15849.00988,0.100035955,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1997",Montana,1997,878706,232813,91.37%,0.30%,6.04%,0.56%,1.72%,,29262,,,,0.673257313,156743.0549,,0.067358326,15681.89388,0.100048413,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1998",Montana,1998,879533,231746,91.19%,0.31%,6.14%,0.57%,1.79%,,30348,,,,0.67321539,156014.9738,,0.067358326,15610.02254,0.100054643,,,,,,,,,,,,,,,,,,,,,,
"Montana, 1999",Montana,1999,882779,231132,91.00%,0.30%,6.29%,0.58%,1.83%,,31280,,,,0.673194428,155596.7746,,0.067358326,15568.66453,0.100057759,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2000",Montana,2000,903773,230067,89.67%,0.28%,6.22%,0.52%,2.01%,1.41%,32045,,,154875,0.673173467,154875,,0.067358326,15496.92791,0.100060874,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2001",Montana,2001,906961,227118,89.37%,0.32%,6.27%,0.54%,2.16%,1.48%,32126,,,,0.655568941,148891.5068,,0.067358326,15298.28821,0.10274789,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2002",Montana,2002,911667,224772,89.16%,0.33%,6.28%,0.55%,2.26%,1.55%,33900,,,,0.646766678,145375.0398,,0.067358326,15140.26558,0.104146252,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2003",Montana,2003,919630,223012,88.96%,0.35%,6.29%,0.56%,2.37%,1.61%,34375,,,,0.642365547,143255.2253,,0.067358326,15021.71493,0.104859805,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2004",Montana,2004,930009,221999,88.79%,0.37%,6.29%,0.58%,2.45%,1.67%,38451.4331,,,,0.640164981,142115.9856,,0.067358326,14953.48094,0.10522026,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2005",Montana,2005,940102,221685,88.59%,0.37%,6.30%,0.58%,2.57%,1.75%,38451.4331,,,,0.639064698,141671.0576,,0.067358326,14932.33043,0.105401418,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2006",Montana,2006,952692,221930,88.45%,0.39%,6.27%,0.59%,2.66%,1.81%,42963.04956,,,,0.638514557,141705.5356,,0.067358326,14948.83322,0.105492232,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2007",Montana,2007,964706,223135,88.28%,0.39%,6.27%,0.61%,2.74%,1.89%,41851.90219,,,,0.638239486,142413.5677,15030,0.067358326,15030,0.105537697,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2008",Montana,2008,976415,223814,88.16%,0.39%,6.25%,0.62%,2.80%,1.95%,44042.56442,,,,0.638101951,142816.15,,0.056904825,12736.09652,0.089178265,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2009",Montana,2009,983982,223675,87.97%,0.39%,6.28%,0.63%,2.87%,2.03%,42778.17883,,,,0.638033183,142712.0722,10390,0.046451324,10390,0.072803932,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2010",Montana,2010,990730,223400,87.84%,0.38%,6.31%,0.62%,2.92%,2.12%,42666,73.0%,70.45%,,0.637998799,142528.9317,,0.046866589,10469.99599,0.073458742,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2011",Montana,2011,997518,223130,87.53%,0.45%,6.15%,0.67%,3.04%,2.15%,44222,68.0%,68.90%,142349,0.637964415,142349,10550,0.047281854,10550,0.074113622,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2012",Montana,2012,1004168,222917,87.26%,0.49%,6.18%,0.69%,3.19%,2.19%,45076,69.0%,69.77%,142908,0.641081658,142908,,0.047164678,10513.80848,0.073570468,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2013",Montana,2013,1014158,224454,86.99%,0.49%,6.20%,0.76%,3.33%,2.24%,46972,68.0%,67.26%,144129,0.642131573,144129,10560,0.047047502,10560,0.073267698,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2014",Montana,2014,1022657,225606,86.77%,0.49%,6.21%,0.78%,3.46%,2.29%,46328,65.1%,69.63%,144532,0.64063899,144532,,0.04930752,11124.0724,0.076966156,0.01,0.17,0.28,< 1%,< 1%,0.01,< 1%,0.14,0.04,< 1%,0.01,< 1%,0.04,< 1%,0.3,< 1%,312,,,,,
"Montana, 2015",Montana,2015,1031495,226693,86.59%,0.49%,6.19%,0.80%,3.60%,2.33%,49509,67.3%,70.84%,145319,0.641038762,145319,11690,0.051567538,11690,0.080443713,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2016",Montana,2016,1042137,228094,86.39%,0.51%,6.19%,0.83%,3.70%,2.37%,50027,71.1%,74.01%,146375,0.641731041,146375,,0.048421809,11044.7241,0.07545499,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2017",Montana,2017,1053862,229481,86.14%,0.52%,6.18%,0.86%,3.87%,2.43%,53386,68.5%,73.52%,149474,0.651356757,149474,10390,0.04527608,10390,0.069510417,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2018",Montana,2018,1061818,229210,86.02%,0.52%,6.15%,0.88%,3.98%,2.45%,55328,72.4%,70.07%,148844,0.649378299,148844,,0.04527608,10377.73018,0.069722194,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2019",Montana,2019,1070123,228888,85.86%,0.53%,6.11%,0.93%,4.06%,2.50%,57153,73.3%,67.50%,149917,0.654979728,149917,,0.04527608,10363.15128,0.069125925,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2020",Montana,2020,1080577,234054,85.69%,0.54%,6.08%,0.96%,4.16%,2.57%,,,,146252,0.624864348,146252,,0.04527608,10597.04751,0.072457454,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2021",Montana,2021,,235346,85.30%,1.04%,7.49%,1.51%,4.67%,,63249,77.2%,71.26%,150195,0.63818803,150195,,0.04527608,10655.54421,0.070944733,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2022",Montana,2022,,236550,85.11%,1.05%,7.43%,1.57%,4.84%,,67631,71.7%,71.45%,150733,0.63721412,150733,,0.04527608,10710.05661,0.071053164,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2023",Montana,2023,,235651,84.93%,1.08%,7.41%,1.59%,5.00%,,,,71.90%,,0.63721412,150160.1445,,0.04527608,10669.35341,0.071053164,,,,,,,,,,,,,,,,,,,,,,
"Montana, 2024",Montana,2024,,,,,,,,,,,,,0.63721412,,,0.04527608,,,,,,,,,,,,,,,,,,,,15,2273,75362,393965,9315591
"Nebraska, 1990",Nebraska,1990,1580664,430068,92.52%,3.61%,0.74%,0.77%,2.35%,,,,,274081,0.637296893,274081,,0.089214198,38368.17177,0.139988441,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1991",Nebraska,1991,1590805,434525,92.30%,3.62%,0.74%,0.80%,2.54%,,,,,,0.636379029,276522.5977,,0.089214198,38765.79945,0.140190349,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1992",Nebraska,1992,1602406,436378,91.98%,3.63%,0.75%,0.87%,2.76%,,,,,,0.635920098,277501.5404,,0.089214198,38931.11336,0.140291522,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1993",Nebraska,1993,1612149,439313,91.63%,3.63%,0.77%,0.95%,3.02%,,32703,,,,0.635690632,279267.1586,,0.089214198,39192.95703,0.140342163,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1994",Nebraska,1994,1621551,442589,91.29%,3.68%,0.78%,0.99%,3.27%,,32695,,,,0.635575899,281298.9016,,0.089214198,39485.22275,0.140367497,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1995",Nebraska,1995,1635142,444418,90.88%,3.70%,0.79%,1.08%,3.55%,,32929,,,,0.635518533,282435.8752,,0.089214198,39648.39552,0.140380168,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1996",Nebraska,1996,1647657,446841,90.49%,3.73%,0.79%,1.15%,3.84%,,33858,,,,0.635489849,283962.9198,,0.089214198,39864.56152,0.140386504,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1997",Nebraska,1997,1656042,450076,90.14%,3.79%,0.80%,1.18%,4.09%,,34722,,,,0.635475508,286012.2746,,0.089214198,40153.16945,0.140389672,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1998",Nebraska,1998,1660772,451192,89.82%,3.83%,0.80%,1.21%,4.34%,,35661,,,,0.635468337,286718.2299,,0.089214198,40252.73249,0.140391256,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 1999",Nebraska,1999,1666028,451047,89.45%,3.86%,0.81%,1.25%,4.62%,,37338,,,,0.635464752,286624.4698,,0.089214198,40239.79644,0.140392048,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2000",Nebraska,2000,1713820,450380,87.40%,4.00%,0.88%,1.31%,5.57%,0.89%,38574,,,286199,0.635461166,286199,,0.089214198,40180.29057,0.140392841,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2001",Nebraska,2001,1719836,448307,86.80%,4.06%,0.90%,1.35%,6.00%,0.95%,43611,,,,0.64459028,288974.3346,,0.089214198,39995.34953,0.138404504,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2002",Nebraska,2002,1728292,447714,86.22%,4.09%,0.91%,1.42%,6.42%,1.00%,43566,,,,0.649154837,290635.7086,,0.089214198,39942.44551,0.137431308,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2003",Nebraska,2003,1738643,447444,85.66%,4.15%,0.91%,1.47%,6.81%,1.06%,44357,,,,0.651437115,291481.6286,,0.089214198,39918.35768,0.136949824,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2004",Nebraska,2004,1749370,448360,85.17%,4.20%,0.93%,1.53%,7.13%,1.12%,49480.95868,,,,0.652578255,292589.9862,,0.089214198,40000.07789,0.136710345,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2005",Nebraska,2005,1761497,448918,84.70%,4.23%,0.93%,1.56%,7.46%,1.17%,49480.95868,,,,0.653148824,293210.2639,,0.089214198,40049.85941,0.136590919,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2006",Nebraska,2006,1772693,450098,84.19%,4.29%,0.94%,1.60%,7.81%,1.24%,49342.4077,,,,0.653434109,294109.3856,,0.089214198,40155.13216,0.136531284,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2007",Nebraska,2007,1783440,451946,83.71%,4.34%,0.95%,1.63%,8.13%,1.31%,49861.05106,,,,0.653576751,295381.3985,40320,0.089214198,40320,0.136501487,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2008",Nebraska,2008,1796378,453787,83.16%,4.41%,0.96%,1.68%,8.50%,1.37%,51068.21532,,,,0.653648073,296616.9979,,0.087363203,39644.28585,0.133654801,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2009",Nebraska,2009,1812683,456543,82.62%,4.46%,0.96%,1.72%,8.87%,1.45%,50333.37968,,,,0.653683733,298434.7326,39040,0.085512208,39040,0.130815873,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2010",Nebraska,2010,1829591,459745,82.15%,4.49%,0.95%,1.77%,9.22%,1.50%,48408,77.2%,70.77%,,0.653701563,300536.0253,,0.08696357,39981.06646,0.133032526,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2011",Nebraska,2011,1840914,460895,81.74%,4.53%,0.87%,1.84%,9.47%,1.55%,50296,75.5%,70.53%,301296,0.653719394,301296,40750,0.088414932,40750,0.135249057,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2012",Nebraska,2012,1853691,462594,81.35%,4.55%,0.87%,1.94%,9.71%,1.59%,50723,75.9%,69.16%,303505,0.65609368,303505,,0.089721092,41504.43884,0.136750429,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2013",Nebraska,2013,1865813,464696,80.93%,4.59%,0.87%,2.01%,9.97%,1.64%,51440,72.7%,70.36%,307677,0.662103827,307677,42300,0.091027252,42300,0.13748184,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2014",Nebraska,2014,1879955,467523,80.45%,4.65%,0.87%,2.16%,10.17%,1.69%,52686,75.5%,69.36%,312635,0.668705069,312635,,0.097512658,45589.41017,0.145823117,0.01,0.23,0.25,0.01,0.02,< 1%,< 1%,0.24,0.01,< 1%,< 1%,< 1%,0.01,< 1%,0.2,0.01,312,,,,,
"Nebraska, 2015",Nebraska,2015,1892059,470778,80.01%,4.70%,0.88%,2.28%,10.39%,1.75%,54996,77.7%,71.82%,316014,0.671259065,316014,48960,0.103998063,48960,0.154929845,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2016",Nebraska,2016,1906483,474006,79.46%,4.77%,0.88%,2.44%,10.65%,1.80%,56927,81.8%,70.91%,319194,0.673396539,319194,,0.105487545,50001.72931,0.156649966,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2017",Nebraska,2017,1916998,476177,78.99%,4.80%,0.88%,2.53%,10.95%,1.85%,59970,77.5%,71.26%,323766,0.679927842,323766,50940,0.106977027,50940,0.157335854,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2018",Nebraska,2018,1925512,476581,78.53%,4.85%,0.89%,2.61%,11.21%,1.91%,59566,78.8%,70.61%,326392,0.684861545,326392,,0.106977027,50983.21872,0.156202415,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2019",Nebraska,2019,1932571,476033,78.17%,4.90%,0.89%,2.65%,11.44%,1.96%,63229,81.8%,72.94%,330018,0.693267063,330018,,0.106977027,50924.59531,0.154308539,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2020",Nebraska,2020,1937552,488129,77.82%,4.95%,0.90%,2.67%,11.64%,2.01%,,,,324697,0.665186867,324697,,0.106977027,52218.58943,0.160822519,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2021",Nebraska,2021,,485005,76.96%,5.92%,1.48%,3.21%,12.42%,,66817,80.1%,71.78%,327564,0.675382728,327564,,0.106977027,51884.3932,0.158394675,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2022",Nebraska,2022,,482324,76.58%,5.97%,1.49%,3.26%,12.70%,,69597,79.8%,71.07%,329234,0.682599249,329234,,0.106977027,51597.58779,0.156720107,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2023",Nebraska,2023,,480998,76.09%,6.05%,1.50%,3.31%,13.05%,,,,71.41%,,0.682599249,328328.8734,,0.106977027,51455.73625,0.156720107,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, 2024",Nebraska,2024,,,,,,,,,,,,,0.682599249,,,0.106977027,,,,,,,,,,,,,,,,,,,,28,4153,155709,851325,19462281
"Nevada, 1990",Nevada,1990,1218629,316406,78.65%,6.41%,1.46%,3.02%,10.45%,,,,,201316,0.636258478,201316,,0.045592635,14425.78342,0.071657411,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1991",Nevada,1991,1285046,325033,77.99%,6.48%,1.47%,3.17%,10.90%,,,,,,0.648259196,210705.6312,,0.045592635,14819.11108,0.070330873,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1992",Nevada,1992,1330694,337396,77.32%,6.57%,1.49%,3.29%,11.33%,,,,,,0.654259555,220744.5567,,0.045592635,15382.77283,0.069685853,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1993",Nevada,1993,1380197,354990,76.61%,6.59%,1.51%,3.47%,11.82%,,37772,,,,0.657259734,233320.633,,0.045592635,16184.92966,0.06936776,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1994",Nevada,1994,1456388,376745,75.69%,6.70%,1.50%,3.61%,12.50%,,36888,,,,0.658759824,248184.4698,,0.045592635,17176.79745,0.0692098,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1995",Nevada,1995,1525777,396223,74.65%,6.75%,1.48%,3.76%,13.36%,,36084,,,,0.659509869,261312.9786,,0.045592635,18064.8508,0.069131089,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1996",Nevada,1996,1596476,419133,73.79%,6.77%,1.44%,3.92%,14.08%,,37889,,,,0.659884891,276579.534,,0.045592635,19109.37808,0.069091801,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1997",Nevada,1997,1675581,443626,72.56%,6.77%,1.45%,4.08%,15.14%,,38760,,,,0.660072402,292825.2795,,0.045592635,20226.0785,0.069072173,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1998",Nevada,1998,1743772,469424,71.40%,6.87%,1.47%,4.23%,16.03%,,39751,,,,0.660166158,309897.8385,,0.045592635,21402.27731,0.069062364,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 1999",Nevada,1999,1809253,493701,70.28%,6.96%,1.49%,4.45%,16.82%,,40882,,,,0.660213036,325947.8359,,0.045592635,22509.12972,0.06905746,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2000",Nevada,2000,2018741,516018,65.49%,6.66%,1.85%,4.58%,19.83%,1.97%,44755,,,340706,0.660259913,340706,,0.045592635,23526.62056,0.069052557,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2001",Nevada,2001,2098399,534708,64.20%,6.77%,1.87%,4.84%,20.65%,2.05%,45403,,,,0.664260805,355185.5665,,0.045592635,24378.74692,0.068636649,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2002",Nevada,2002,2173791,552816,62.98%,6.88%,1.88%,5.13%,21.41%,2.13%,46289,,,,0.666261251,368319.8795,,0.045592635,25204.33836,0.068430567,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2003",Nevada,2003,2248850,568963,61.94%,6.96%,1.89%,5.39%,22.03%,2.21%,46118,,,,0.667261473,379647.0897,,0.045592635,25940.52265,0.06832799,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2004",Nevada,2004,2346222,591314,60.82%,7.10%,1.89%,5.67%,22.66%,2.29%,51508.79405,,,,0.667761585,394856.7738,,0.045592635,26959.56364,0.068276817,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2005",Nevada,2005,2432143,611595,59.45%,7.25%,1.91%,5.99%,23.46%,2.38%,51508.79405,,,,0.668011641,408552.5793,,0.045592635,27884.22788,0.068251259,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2006",Nevada,2006,2522658,634403,58.02%,7.42%,1.94%,6.32%,24.32%,2.46%,53911.58854,,,,0.668136668,423867.9069,,0.045592635,28924.10471,0.068238487,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2007",Nevada,2007,2601072,654053,56.71%,7.54%,1.96%,6.61%,25.12%,2.55%,53008.4238,,,,0.668199182,437037.6799,29820,0.045592635,29820,0.068232103,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2008",Nevada,2008,2653630,662621,55.69%,7.65%,1.99%,6.85%,25.70%,2.64%,55570.04561,,,,0.668230439,442783.522,,0.041608973,27570.97957,0.062267402,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2009",Nevada,2009,2684665,666041,54.86%,7.73%,1.99%,7.01%,26.20%,2.74%,53964.10395,,,,0.668246068,445079.2793,25060,0.037625311,25060,0.056304576,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2010",Nevada,2010,2702483,663355,54.18%,7.75%,1.99%,7.16%,26.62%,2.82%,51001,65.0%,65.05%,,0.668253882,443289.554,,0.038671991,25653.25865,0.057870208,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2011",Nevada,2011,2713114,657877,53.61%,7.85%,1.46%,7.30%,26.89%,2.88%,48927,65.5%,64.59%,439634,0.668261696,439634,26130,0.039718671,26130,0.059435803,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2012",Nevada,2012,2744670,655644,52.97%,8.05%,1.46%,7.42%,27.13%,2.96%,49760,67.3%,61.19%,445707,0.679800318,445707,,0.036596514,23994.28514,0.053834212,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2013",Nevada,2013,2776956,656622,52.33%,8.13%,1.47%,7.60%,27.43%,3.04%,51230,65.7%,64.71%,451831,0.688114318,451831,21980,0.033474358,21980,0.048646507,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2014",Nevada,2014,2818935,660604,51.69%,8.28%,1.47%,7.74%,27.68%,3.13%,51450,68.1%,63.16%,459189,0.695104783,459189,,0.03463027,22876.89458,0.049820215,< 1%,0.25,0.2,< 1%,0.05,0.01,0.02,0.1,0.04,< 1%,0.01,< 1%,0.03,< 1%,0.28,0.01,314,,,,,
"Nevada, 2015",Nevada,2015,2868531,668135,50.91%,8.48%,1.47%,7.88%,28.04%,3.22%,52431,67.0%,62.39%,467527,0.699749302,467527,23910,0.035786181,23910,0.051141431,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2016",Nevada,2016,2919555,675888,50.14%,8.72%,1.49%,8.00%,28.33%,3.32%,55180,71.1%,63.61%,473744,0.700920863,473744,,0.037188631,25135.34944,0.053056819,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2017",Nevada,2017,2972097,682282,49.37%,8.97%,1.50%,8.13%,28.61%,3.42%,58003,69.8%,64.45%,485785,0.712000317,485785,26330,0.038591081,26330,0.054200933,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2018",Nevada,2018,3030725,688989,48.73%,9.17%,1.51%,8.21%,28.88%,3.50%,58646,70.2%,62.29%,492640,0.715018672,492640,,0.038591081,26588.83038,0.053972131,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2019",Nevada,2019,3090771,694730,48.06%,9.31%,1.51%,8.35%,29.17%,3.60%,63276,69.3%,64.29%,496934,0.715290832,496934,,0.038591081,26810.38178,0.053951595,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2020",Nevada,2020,3138259,697201,47.39%,9.43%,1.51%,8.50%,29.46%,3.69%,,,,482348,0.691834923,482348,,0.038591081,26905.74034,0.055780765,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2021",Nevada,2021,,694980,47.83%,10.51%,2.71%,10.11%,28.84%,,66274,69.4%,63.17%,486648,0.7002331,486648,,0.038591081,26820.02955,0.055111764,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2022",Nevada,2022,,693801,46.89%,10.70%,2.72%,10.42%,29.26%,,72333,71.7%,62.31%,484192,0.697883111,484192,,0.038591081,26774.53066,0.055297342,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2023",Nevada,2023,,685956,46.17%,10.80%,2.74%,10.67%,29.63%,,,,61.48%,,0.697883111,478717.107,,0.038591081,26471.78363,0.055297342,,,,,,,,,,,,,,,,,,,,,,
"Nevada, 2024",Nevada,2024,,,,,,,,,,,,,0.697883111,,,0.038591081,,,,,,,,,,,,,,,,,,,,30,6022,293906,1589531,63564771
"New Hampshire, 1990",New Hampshire,1990,1111831,277454,97.34%,0.61%,0.18%,0.84%,1.03%,,,,,172785,0.62275188,172785,,0.102752245,28509.02133,0.164997085,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, 1991",New Hampshire,1991,1107055,281127,97.38%,0.55%,0.18%,0.86%,1.04%,,,,,,0.647222011,181951.5824,,0.102752245,28886.43032,0.158758885,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, 1992",New Hampshire,1992,1112766,286314,97.29%,0.55%,0.18%,0.89%,1.08%,,,,,,0.659457077,188811.7936,,0.102752245,29419.40622,0.155813393,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, 1993",New Hampshire,1993,1122191,290409,97.15%,0.55%,0.17%,0.94%,1.18%,,40040,,,,0.66557461,193288.857,,0.102752245,29840.17666,0.154381257,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, 1994",New Hampshire,1994,1133054,295562,97.05%,0.58%,0.17%,0.94%,1.26%,,36244,,,,0.668633377,197622.6181,,0.102752245,30369.65898,0.153675016,,,,,,,,,,,,,,,,,,,,,,
